t,K,U,E,N0,Nx,S/nk,n
1,236.22,-36.22,200.0,0.442,0.47819999999999996,3.00031,100
2,217.92,-17.92,200.0,0.34740000000000004,0.48440000000000005,3.01763,100
3,215.83,-15.83,200.0,0.3386,0.4811000000000001,3.03983,100
4,217.33,-17.33,200.0,0.3542000000000002,0.46490000000000004,3.07435,100
5,210.39,-10.39,200.0,0.3112,0.48150000000000004,3.0445900000000004,100
6,219.5,-19.5,200.0,0.3607000000000001,0.4736,3.10206,100
7,218.91,-18.91,200.0,0.38189999999999996,0.4253,3.15394,100
8,216.21,-16.21,200.0,0.3332,0.49570000000000003,3.09244,100
9,220.88,-20.88,200.0,0.3746,0.4596,3.1427899999999998,100
10,221.38,-21.38,200.0,0.36700000000000005,0.47979999999999995,3.12487,100
11,219.42,-19.42,200.0,0.36719999999999997,0.45980000000000004,3.15336,100
12,216.98,-16.98,200.0,0.34680000000000005,0.47620000000000007,3.1364,100
13,224.1,-24.1,200.0,0.3915999999999999,0.4578,3.18121,100
14,218.53,-18.53,200.0,0.3318999999999999,0.5215000000000001,3.10823,100
15,211.62,-11.62,200.0,0.276,0.5642,3.02533,100
16,226.77,-26.77,200.0,0.4193000000000001,0.42910000000000004,3.2089600000000003,100
17,220.48,-20.48,200.0,0.3704999999999999,0.4637999999999999,3.16129,100
18,222.29,-22.29,200.0,0.3864000000000001,0.45010000000000006,3.18306,100
19,220.85,-20.85,200.0,0.3664,0.47569999999999996,3.1510700000000003,100
20,220.8,-20.8,200.0,0.3659000000000001,0.47619999999999996,3.1497100000000002,100
21,231.27,-31.27,200.0,0.44120000000000004,0.43030000000000007,3.2143200000000003,100
22,215.4,-15.4,200.0,0.3237,0.5066,3.1018000000000003,100
23,222.43,-22.43,200.0,0.3943000000000001,0.4357,3.19985,100
24,223.08,-23.08,200.0,0.3596000000000001,0.5115999999999999,3.12665,100
25,222.48,-22.48,200.0,0.3845000000000001,0.45580000000000004,3.1864899999999996,100
26,219.7,-19.7,200.0,0.34259999999999996,0.5118,3.11141,100
27,217.76,-17.76,200.0,0.3765,0.42460000000000003,3.19905,100
28,216.91,-16.91,200.0,0.36959999999999993,0.4299,3.1896199999999997,100
29,217.17,-17.17,200.0,0.3414,0.48889999999999995,3.12944,100
30,218.64,-18.64,200.0,0.3488,0.4888,3.13728,100
31,212.69,-12.69,200.0,0.3016,0.5236999999999999,3.07712,100
32,216.07,-16.07,200.0,0.3446999999999999,0.4713000000000001,3.1463400000000004,100
33,219.69,-19.69,200.0,0.3724,0.45210000000000006,3.17762,100
34,213.83,-13.83,200.0,0.31470000000000004,0.5088999999999999,3.09964,100
35,216.38,-16.38,200.0,0.3394,0.485,3.13869,100
36,218.16,-18.16,200.0,0.3546000000000001,0.47240000000000004,3.1580500000000002,100
37,217.5,-17.5,200.0,0.3346,0.5058,3.1195999999999997,100
38,211.67,-11.67,200.0,0.32270000000000004,0.47130000000000005,3.1265500000000004,100
39,218.94,-18.94,200.0,0.3725,0.4444000000000001,3.18668,100
40,214.35,-14.35,200.0,0.3288999999999999,0.4857,3.12785,100
41,221.39,-21.39,200.0,0.3740000000000001,0.4659,3.17758,100
42,217.84,-17.84,200.0,0.35179999999999984,0.4747999999999999,3.1570500000000004,100
43,219.35,-19.35,200.0,0.3597999999999999,0.4739000000000001,3.16331,100
44,224.65,-24.65,200.0,0.4059000000000001,0.4346999999999999,3.2160300000000004,100
45,224.23,-24.23,200.0,0.3791999999999999,0.4839,3.16303,100
46,216.26,-16.26,200.0,0.36699999999999994,0.4286000000000001,3.19079,100
47,219.39,-19.39,200.0,0.36560000000000004,0.46270000000000006,3.17413,100
48,221.53,-21.53,200.0,0.3796,0.4561,3.1868499999999997,100
49,217.92,-17.92,200.0,0.3486,0.48200000000000004,3.1496500000000003,100
50,216.95,-16.95,200.0,0.3278999999999999,0.5137,3.10929,100
51,217.19,-17.19,200.0,0.3228999999999999,0.5261,3.09621,100
52,215.59,-15.59,200.0,0.33030000000000004,0.49529999999999996,3.12742,100
53,226.02,-26.02,200.0,0.38839999999999997,0.48340000000000005,3.16483,100
54,211.03,-11.03,200.0,0.2909,0.5285,3.06706,100
55,216.03,-16.03,200.0,0.33149999999999996,0.4973,3.1220700000000003,100
56,215.72,-15.72,200.0,0.3398,0.47759999999999997,3.14499,100
57,215.1,-15.1,200.0,0.33520000000000005,0.4806,3.13562,100
58,215.99,-15.99,200.0,0.3541,0.45169999999999993,3.16875,100
59,217.02,-17.02,200.0,0.32989999999999997,0.5104000000000001,3.11483,100
60,216.36,-16.36,200.0,0.3640000000000001,0.4356000000000001,3.18714,100
61,208.56,-8.56,200.0,0.27510000000000007,0.5354,3.0448899999999997,100
62,218.81,-18.81,200.0,0.3682000000000001,0.4517000000000001,3.17814,100
63,223.4,-23.4,200.0,0.3793999999999999,0.4752,3.17066,100
64,220.26,-20.26,200.0,0.376,0.45059999999999995,3.18477,100
65,225.54,-25.54,200.0,0.3956000000000001,0.46419999999999995,3.1849000000000003,100
66,222.35,-22.35,200.0,0.38230000000000003,0.4589000000000001,3.17763,100
67,223.33,-23.33,200.0,0.36680000000000007,0.4997,3.1444,100
68,214.71,-14.71,200.0,0.33949999999999997,0.4681,3.14581,100
69,217.94,-17.94,200.0,0.38089999999999996,0.41760000000000014,3.20507,100
70,223.19,-23.19,200.0,0.401,0.42989999999999995,3.2142199999999996,100
71,222.24,-22.24,200.0,0.38620000000000004,0.45000000000000007,3.19509,100
72,218.71,-18.71,200.0,0.35730000000000006,0.4724999999999999,3.1619099999999998,100
73,225.66,-25.66,200.0,0.4117,0.4332000000000001,3.21562,100
74,220.84,-20.84,200.0,0.3464999999999999,0.5154,3.12012,100
75,225.86,-25.86,200.0,0.40320000000000006,0.4522,3.2025,100
76,216.55,-16.55,200.0,0.3533,0.45890000000000003,3.16439,100
77,214.13,-14.13,200.0,0.3756000000000001,0.3901,3.20673,100
78,213.08,-13.08,200.0,0.32909999999999995,0.47259999999999996,3.13814,100
79,214.13,-14.13,200.0,0.38400000000000006,0.37329999999999997,3.2177399999999996,100
80,224.26,-24.26,200.0,0.3968,0.449,3.1972899999999997,100
81,214.53,-14.53,200.0,0.3568,0.43170000000000003,3.18039,100
82,220.04,-20.04,200.0,0.39039999999999997,0.41960000000000003,3.21467,100
83,212.22,-12.22,200.0,0.31670000000000004,0.4888,3.1118099999999997,100
84,218.74,-18.74,200.0,0.3499000000000001,0.4875999999999999,3.14514,100
85,223.79,-23.79,200.0,0.3741,0.48969999999999997,3.15611,100
86,216.52,-16.52,200.0,0.3392,0.48680000000000007,3.13673,100
87,218.26,-18.26,200.0,0.3478,0.48699999999999993,3.14267,100
88,218.82,-18.82,200.0,0.3369,0.5144000000000001,3.11265,100
89,217.14,-17.14,200.0,0.3484999999999999,0.4744,3.1490500000000003,100
90,216.45,-16.45,200.0,0.3533,0.4578999999999999,3.1600900000000003,100
91,216.51,-16.51,200.0,0.3662,0.4327000000000001,3.1847600000000003,100
92,217.68,-17.68,200.0,0.3493,0.47819999999999996,3.15002,100
93,214.1,-14.1,200.0,0.33230000000000004,0.4764,3.1259200000000003,100
94,217.73,-17.73,200.0,0.3299,0.5175,3.10752,100
95,220.18,-20.18,200.0,0.3782,0.4454,3.19069,100
96,224.16,-24.16,200.0,0.37929999999999997,0.48300000000000004,3.1660999999999997,100
97,220.18,-20.18,200.0,0.36739999999999995,0.46699999999999997,3.17256,100
98,212.49,-12.49,200.0,0.32049999999999995,0.4839,3.12439,100
99,211.44,-11.44,200.0,0.3179,0.4786000000000001,3.1228200000000004,100
100,217.5,-17.5,200.0,0.3344,0.5061999999999999,3.1206799999999997,100
100,217.5,-17.5,200.0,0.3342000000000001,0.5066000000000002,3.12024,100
101,211.37,-11.37,200.0,0.3179,0.47790000000000005,3.12326,100
102,212.51,-12.51,200.0,0.3202999999999999,0.4845000000000001,3.12389,100
103,220.23,-20.23,200.0,0.368,0.46630000000000005,3.1734400000000003,100
104,224.23,-24.23,200.0,0.37940000000000007,0.48350000000000004,3.16577,100
105,220.12,-20.12,200.0,0.3781000000000001,0.445,3.1909699999999996,100
106,217.74,-17.74,200.0,0.32939999999999997,0.5186000000000001,3.10627,100
107,214.03,-14.03,200.0,0.33269999999999994,0.47489999999999993,3.12725,100
108,217.71,-17.71,200.0,0.34900000000000003,0.47909999999999997,3.14933,100
109,216.61,-16.61,200.0,0.36719999999999997,0.43170000000000003,3.1859699999999997,100
110,216.26,-16.26,200.0,0.3518,0.45899999999999996,3.1583699999999997,100
111,217.33,-17.33,200.0,0.3497,0.4739,3.15023,100
112,218.71,-18.71,200.0,0.33589999999999987,0.5153000000000001,3.11135,100
113,218.24,-18.24,200.0,0.3483,0.4858,3.14384,100
114,216.46,-16.46,200.0,0.33840000000000003,0.48779999999999996,3.1354499999999996,100
115,223.85,-23.85,200.0,0.37470000000000003,0.48910000000000003,3.15704,100
116,218.8,-18.8,200.0,0.3500000000000001,0.48800000000000004,3.14493,100
117,212.23,-12.23,200.0,0.3171,0.48810000000000003,3.1125599999999998,100
118,219.99,-19.99,200.0,0.3903999999999999,0.41910000000000003,3.2148499999999998,100
119,214.57,-14.57,200.0,0.3564,0.4329,3.17946,100
120,224.25,-24.25,200.0,0.3975,0.4475,3.19852,100
121,214.14,-14.14,200.0,0.3837000000000001,0.3739999999999999,3.21731,100
122,212.98,-12.98,200.0,0.3285,0.4728,3.13754,100
123,214.17,-14.17,200.0,0.376,0.38969999999999994,3.2072399999999996,100
124,216.63,-16.63,200.0,0.35339999999999994,0.45949999999999996,3.16417,100
125,225.84,-25.84,200.0,0.4030999999999999,0.45220000000000005,3.20245,100
126,220.9,-20.9,200.0,0.34670000000000006,0.5156,3.1200300000000003,100
127,225.53,-25.53,200.0,0.4113,0.43270000000000003,3.2157,100
128,218.81,-18.81,200.0,0.3577,0.47269999999999995,3.1620999999999997,100
129,222.13,-22.13,200.0,0.38580000000000003,0.4497,3.19493,100
130,223.29,-23.29,200.0,0.4014,0.4301,3.21445,100
131,217.85,-17.85,200.0,0.3808,0.4169000000000001,3.20523,100
132,214.78,-14.78,200.0,0.33899999999999997,0.4697999999999999,3.14446,100
133,223.36,-23.36,200.0,0.36749999999999994,0.4986,3.1456999999999997,100
134,222.33,-22.33,200.0,0.3819000000000001,0.4595,3.17697,100
