t,K,U,E,N0,Nx,S/nk,n
1,238.75,-38.75,200.0,0.4552999999999999,0.4769,2.97548,100
2,215.06,-15.06,200.0,0.2989,0.5528,2.9323099999999998,100
3,217.74,-17.74,200.0,0.35930000000000006,0.45880000000000004,3.07811,100
4,211.81,-11.81,200.0,0.29590000000000005,0.5263,2.9851900000000002,100
5,215.22,-15.22,200.0,0.37599999999999995,0.40019999999999994,3.14394,100
6,215.03,-15.03,200.0,0.3068000000000001,0.5367000000000001,3.0264,100
7,222.71,-22.71,200.0,0.4088000000000001,0.40950000000000003,3.1905300000000003,100
8,213.91,-13.91,200.0,0.30920000000000003,0.5206999999999999,3.0671,100
9,215.29,-15.29,200.0,0.3482,0.45649999999999996,3.1393899999999997,100
10,212.91,-12.91,200.0,0.32199999999999995,0.4850999999999999,3.09416,100
11,223.0,-23.0,200.0,0.40019999999999994,0.4296,3.18748,100
12,211.64,-11.64,200.0,0.3093,0.4978,3.0853800000000002,100
13,220.94,-20.94,200.0,0.4019,0.40560000000000007,3.20635,100
14,221.64,-21.64,200.0,0.3323,0.5518,3.06518,100
15,220.19,-20.19,200.0,0.39049999999999996,0.4208999999999999,3.20629,100
16,220.19,-20.19,200.0,0.3603,0.4813000000000001,3.15277,100
17,220.89,-20.89,200.0,0.3736999999999999,0.4615000000000001,3.17044,100
18,223.84,-23.84,200.0,0.3787,0.48100000000000004,3.1616500000000003,100
19,221.63,-21.63,200.0,0.37079999999999996,0.4747000000000001,3.16336,100
20,219.18,-19.18,200.0,0.36280000000000007,0.46620000000000006,3.16481,100
21,218.85,-18.85,200.0,0.3580000000000002,0.4725,3.15913,100
22,223.55,-23.55,200.0,0.3885,0.4585,3.18609,100
23,209.46,-9.46,200.0,0.3142,0.46620000000000006,3.1212199999999997,100
24,217.73,-17.73,200.0,0.3567,0.4638999999999999,3.16398,100
25,214.57,-14.57,200.0,0.33799999999999997,0.46970000000000006,3.14668,100
26,219.41,-19.41,200.0,0.3641,0.46590000000000004,3.1671199999999997,100
27,223.88,-23.88,200.0,0.3911,0.45659999999999995,3.18609,100
28,213.75,-13.75,200.0,0.33,0.4775,3.1271199999999997,100
29,217.29,-17.29,200.0,0.35170000000000007,0.46950000000000003,3.15162,100
30,215.31,-15.31,200.0,0.34179999999999994,0.4695,3.1451599999999997,100
31,218.26,-18.26,200.0,0.3552000000000001,0.4721999999999999,3.15904,100
32,227.13,-27.13,200.0,0.40010000000000007,0.4711,3.18437,100
33,216.39,-16.39,200.0,0.3461,0.4717,3.15233,100
34,218.11,-18.11,200.0,0.3552000000000001,0.47070000000000006,3.16101,100
35,217.05,-17.05,200.0,0.3499999999999999,0.4705,3.15664,100
36,213.71,-13.71,200.0,0.324,0.48910000000000003,3.12395,100
37,215.62,-15.62,200.0,0.3584000000000001,0.43939999999999996,3.17589,100
38,219.77,-19.77,200.0,0.34690000000000004,0.5039000000000001,3.1288400000000003,100
39,214.62,-14.62,200.0,0.348,0.45020000000000004,3.16309,100
40,216.18,-16.18,200.0,0.3313999999999999,0.499,3.12177,100
41,223.34,-23.34,200.0,0.39290000000000014,0.4476,3.19892,100
42,221.66,-21.66,200.0,0.3741,0.4684,3.17402,100
43,219.41,-19.41,200.0,0.37120000000000003,0.4517,3.18281,100
44,214.03,-14.03,200.0,0.3304000000000001,0.4795,3.13698,100
45,216.0,-16.0,200.0,0.33809999999999996,0.48379999999999995,3.14107,100
46,219.46,-19.46,200.0,0.3586999999999999,0.47720000000000007,3.15995,100
47,213.73,-13.73,200.0,0.3226,0.4921000000000001,3.12209,100
48,211.69,-11.69,200.0,0.2945,0.5279000000000001,3.0668699999999998,100
49,214.74,-14.74,200.0,0.3346,0.4782,3.14079,100
