t,K,U,E,N0,Nx,S/nk,n
1,230.94,-30.94,200.0,0.40620000000000006,0.49700000000000005,2.95534,100
2,217.1,-17.1,200.0,0.3340999999999999,0.5027999999999999,2.9674099999999997,100
3,228.08,-28.08,200.0,0.4052,0.4704,3.0639499999999997,100
4,211.9,-11.9,200.0,0.305,0.509,2.9958299999999998,100
5,229.6,-29.6,200.0,0.4128,0.4704,3.11404,100
6,223.0,-23.0,200.0,0.38830000000000003,0.4533999999999999,3.13449,100
7,215.29,-15.29,200.0,0.32830000000000004,0.4962999999999999,3.0740700000000003,100
8,217.09,-17.09,200.0,0.36510000000000004,0.4407000000000001,3.14848,100
9,220.59,-20.59,200.0,0.3227,0.5604999999999999,3.03518,100
10,211.48,-11.48,200.0,0.3286999999999999,0.4574,3.12308,100
11,226.56,-26.56,200.0,0.37440000000000007,0.5168,3.11186,100
12,217.2,-17.2,200.0,0.3780000000000001,0.41600000000000004,3.18887,100
13,213.88,-13.88,200.0,0.3039,0.5309999999999999,3.0611599999999997,100
14,220.58,-20.58,200.0,0.3741999999999999,0.4574,3.16567,100
15,216.42,-16.42,200.0,0.32699999999999996,0.5102,3.09394,100
16,220.61,-20.61,200.0,0.36729999999999996,0.4715,3.1510700000000003,100
17,213.65,-13.65,200.0,0.313,0.5105,3.0844099999999997,100
18,219.18,-19.18,200.0,0.3569,0.47800000000000004,3.14088,100
19,214.55,-14.55,200.0,0.336,0.47350000000000003,3.13273,100
20,218.37,-18.37,200.0,0.36,0.46370000000000006,3.16349,100
21,217.54,-17.54,200.0,0.3267,0.522,3.09634,100
22,207.78,-7.78,200.0,0.29189999999999994,0.49400000000000005,3.07838,100
23,211.92,-11.92,200.0,0.30279999999999996,0.5136,3.08437,100
24,208.37,-8.37,200.0,0.3114,0.4609,3.11869,100
25,216.02,-16.02,200.0,0.3071,0.546,3.06165,100
26,223.37,-23.37,200.0,0.3879000000000001,0.4579000000000001,3.19,100
27,213.26,-13.26,200.0,0.29329999999999995,0.546,3.0581,100
28,219.18,-19.18,200.0,0.3908,0.4102,3.2139,100
29,215.62,-15.62,200.0,0.3037,0.5488000000000001,3.0628699999999998,100
30,223.94,-23.94,200.0,0.3925,0.4544,3.1924699999999997,100
31,213.44,-13.44,200.0,0.29490000000000005,0.5446,3.05919,100
32,223.37,-23.37,200.0,0.38349999999999995,0.4667,3.17922,100
33,218.72,-18.72,200.0,0.33579999999999993,0.5156000000000001,3.1124,100
34,216.62,-16.62,200.0,0.3353,0.49560000000000004,3.12778,100
35,216.16,-16.16,200.0,0.30029999999999996,0.561,3.03885,100
