t,K,U,E,N0,Nx,S/nk,n
1,234.57,-34.57,200.0,0.43200000000000005,0.4817,2.97819,100
2,210.62,-10.62,200.0,0.2894,0.5274,2.94489,100
3,218.56,-18.56,200.0,0.3552,0.4752000000000001,3.07271,100
4,211.5,-11.5,200.0,0.3065,0.502,3.0263899999999997,100
5,224.53,-24.53,200.0,0.3944,0.4564999999999999,3.14065,100
6,212.5,-12.5,200.0,0.31969999999999993,0.4856000000000001,3.09729,100
7,217.14,-17.14,200.0,0.3329,0.5056,3.1008400000000003,100
8,220.36,-20.36,200.0,0.35969999999999996,0.48419999999999996,3.12396,100
9,224.42,-24.42,200.0,0.38170000000000004,0.4808,3.12502,100
10,211.07,-11.07,200.0,0.3099,0.49090000000000006,3.0728400000000002,100
11,218.47,-18.47,200.0,0.3671000000000001,0.45050000000000007,3.14321,100
12,222.26,-22.26,200.0,0.3734,0.4758,3.11796,100
13,218.87,-18.87,200.0,0.3826000000000001,0.4235,3.16037,100
14,221.69,-21.69,200.0,0.3594999999999999,0.4979,3.1120799999999997,100
15,217.59,-17.59,200.0,0.3568999999999999,0.46209999999999996,3.13858,100
16,215.72,-15.72,200.0,0.3413999999999999,0.4744,3.11998,100
17,223.51,-23.51,200.0,0.38769999999999993,0.4597,3.1577100000000002,100
18,212.62,-12.62,200.0,0.3072,0.5118,3.0786,100
19,222.86,-22.86,200.0,0.3842000000000001,0.46020000000000005,3.1800900000000003,100
20,209.62,-9.62,200.0,0.3151,0.466,3.12066,100
21,220.92,-20.92,200.0,0.37540000000000007,0.4584,3.1772600000000004,100
22,219.28,-19.28,200.0,0.3562000000000001,0.4804,3.1530500000000004,100
23,213.95,-13.95,200.0,0.31740000000000007,0.5047,3.10716,100
24,213.21,-13.21,200.0,0.3096,0.5129,3.09776,100
25,214.38,-14.38,200.0,0.3082,0.5274000000000001,3.0865,100
26,211.53,-11.53,200.0,0.3093,0.4966999999999999,3.1060100000000004,100
27,215.35,-15.35,200.0,0.3375999999999999,0.47830000000000006,3.14004,100
28,219.23,-19.23,200.0,0.3434,0.5055000000000001,3.12709,100
29,216.46,-16.46,200.0,0.3356,0.49340000000000006,3.13313,100
30,219.86,-19.86,200.0,0.355,0.4885999999999999,3.1486199999999998,100
31,222.1,-22.1,200.0,0.3644999999999999,0.49199999999999994,3.14963,100
32,207.2,-7.2,200.0,0.28259999999999996,0.5068,3.06752,100
33,219.78,-19.78,200.0,0.37839999999999996,0.44100000000000006,3.19237,100
34,220.36,-20.36,200.0,0.364,0.47559999999999997,3.16142,100
