t,K,U,E,N0,Nx,S/nk,n
1,235.53,-35.53,200.0,0.4345999999999999,0.4861000000000001,2.99011,100
2,217.08,-17.08,200.0,0.3418,0.48719999999999997,3.00083,100
3,222.27,-22.27,200.0,0.3979,0.4269,3.1117600000000003,100
4,210.02,-10.02,200.0,0.30510000000000004,0.48999999999999994,3.03187,100
5,219.03,-19.03,200.0,0.35850000000000004,0.4733,3.09361,100
6,214.29,-14.29,200.0,0.33020000000000005,0.4825,3.07805,100
7,223.65,-23.65,200.0,0.38500000000000006,0.46649999999999997,3.13865,100
8,209.44,-9.44,200.0,0.3187,0.45699999999999996,3.0874699999999997,100
9,218.0,-18.0,200.0,0.33029999999999987,0.5194,3.05582,100
10,217.52,-17.52,200.0,0.3468,0.48160000000000003,3.10156,100
11,215.27,-15.27,200.0,0.30860000000000004,0.5355000000000001,3.04048,100
12,214.18,-14.18,200.0,0.3428,0.4562,3.1168299999999998,100
13,224.24,-24.24,200.0,0.3754999999999999,0.49139999999999995,3.11768,100
14,214.69,-14.69,200.0,0.3356000000000001,0.4757,3.10268,100
15,222.17,-22.17,200.0,0.37939999999999996,0.4629,3.15252,100
16,215.05,-15.05,200.0,0.32630000000000003,0.4979,3.10158,100
17,222.9,-22.9,200.0,0.38799999999999996,0.45299999999999996,3.17368,100
18,213.47,-13.47,200.0,0.2923,0.5501,3.0442199999999997,100
19,209.11,-9.11,200.0,0.29510000000000003,0.5009,3.08499,100
20,222.02,-22.02,200.0,0.35420000000000007,0.5118,3.1222800000000004,100
21,217.16,-17.16,200.0,0.357,0.4576000000000001,3.16465,100
22,214.42,-14.42,200.0,0.3109,0.5224,3.0875100000000004,100
23,224.82,-24.82,200.0,0.3987000000000001,0.45080000000000003,3.19546,100
24,219.14,-19.14,200.0,0.3407,0.51,3.11877,100
25,213.0,-13.0,200.0,0.3204999999999999,0.489,3.1216399999999997,100
26,213.02,-13.02,200.0,0.3016,0.527,3.0805,100
27,217.49,-17.49,200.0,0.3323,0.5103,3.11632,100
28,222.39,-22.39,200.0,0.36980000000000013,0.4843,3.15848,100
29,216.88,-16.88,200.0,0.35229999999999995,0.4642,3.15718,100
30,208.63,-8.63,200.0,0.28290000000000004,0.5205,3.05553,100
31,215.04,-15.04,200.0,0.3459000000000001,0.4586,3.15649,100
