t,K,U,E,N0,Nx,S/nk,n
1,239.23,-39.23,200.0,0.46260000000000007,0.4671,2.97896,100
2,215.79,-15.79,200.0,0.30860000000000004,0.5407,2.9298200000000003,100
3,229.07,-29.07,200.0,0.42669999999999986,0.43729999999999997,3.11842,100
4,208.09,-8.09,200.0,0.2861,0.5087,3.00494,100
5,216.57,-16.57,200.0,0.3587,0.44830000000000003,3.12854,100
6,216.53,-16.53,200.0,0.3391,0.4870999999999999,3.1022600000000002,100
7,214.18,-14.18,200.0,0.32420000000000004,0.49340000000000006,3.09027,100
8,211.75,-11.75,200.0,0.32370000000000004,0.4700999999999999,3.1006,100
9,206.51,-6.51,200.0,0.26880000000000004,0.5275,3.02025,100
10,214.42,-14.42,200.0,0.34889999999999993,0.4464,3.14321,100
11,214.34,-14.34,200.0,0.31110000000000004,0.5212,3.06792,100
12,222.7,-22.7,200.0,0.3811,0.46480000000000005,3.16429,100
13,211.24,-11.24,200.0,0.29719999999999996,0.518,3.06442,100
14,215.66,-15.66,200.0,0.3541,0.44839999999999997,3.1505900000000002,100
15,211.56,-11.56,200.0,0.30689999999999995,0.5018,3.07725,100
16,217.55,-17.55,200.0,0.3705,0.43450000000000005,3.1735900000000004,100
17,224.44,-24.44,200.0,0.3636,0.5172,3.1123499999999997,100
18,219.29,-19.29,200.0,0.36790000000000006,0.45709999999999995,3.1641999999999997,100
19,215.33,-15.33,200.0,0.3283999999999999,0.49649999999999994,3.11086,100
20,206.18,-6.18,200.0,0.2809,0.5000000000000001,3.0645100000000003,100
21,221.58,-21.58,200.0,0.3701,0.4756,3.16194,100
22,211.43,-11.43,200.0,0.32049999999999995,0.47330000000000005,3.12225,100
23,212.29,-12.29,200.0,0.3195,0.48390000000000005,3.10657,100
24,225.41,-25.41,200.0,0.4077999999999999,0.4385000000000001,3.19788,100
25,221.77,-21.77,200.0,0.35959999999999986,0.4985,3.12858,100
26,219.5,-19.5,200.0,0.353,0.48900000000000005,3.1391799999999996,100
27,211.92,-11.92,200.0,0.2832,0.5528,3.03827,100
28,223.92,-23.92,200.0,0.3859,0.4674000000000001,3.1743699999999997,100
29,222.55,-22.55,200.0,0.3692,0.4870999999999999,3.15621,100
30,215.57,-15.57,200.0,0.33049999999999996,0.4947,3.1261300000000003,100
31,211.78,-11.78,200.0,0.3,0.5178,3.0839299999999996,100
32,228.23,-28.23,200.0,0.4227,0.43690000000000007,3.2160900000000003,100
33,215.27,-15.27,200.0,0.30519999999999997,0.5423,3.0649499999999996,100
34,224.23,-24.23,200.0,0.38719999999999993,0.4678999999999999,3.17532,100
35,217.59,-17.59,200.0,0.31820000000000004,0.5395,3.07608,100
36,215.99,-15.99,200.0,0.36580000000000007,0.4282999999999999,3.18142,100
37,214.64,-14.64,200.0,0.3084,0.5296000000000001,3.0678,100
38,222.5,-22.5,200.0,0.37470000000000003,0.47559999999999986,3.15781,100
39,216.77,-16.77,200.0,0.3301,0.5075,3.11043,100
40,219.41,-19.41,200.0,0.38160000000000005,0.43090000000000006,3.19244,100
41,219.9,-19.9,200.0,0.3475000000000001,0.504,3.1222600000000003,100
42,213.85,-13.85,200.0,0.3517,0.4351,3.1643600000000003,100
43,224.95,-24.95,200.0,0.36729999999999996,0.5149,3.1170999999999998,100
44,212.32,-12.32,200.0,0.3336,0.45599999999999996,3.1280900000000003,100
45,211.59,-11.59,200.0,0.3132,0.48949999999999994,3.10589,100
46,215.75,-15.75,200.0,0.3474000000000001,0.46269999999999994,3.15573,100
47,215.68,-15.68,200.0,0.31470000000000004,0.5274000000000001,3.08852,100
48,215.62,-15.62,200.0,0.3563000000000001,0.4436,3.17363,100
49,214.69,-14.69,200.0,0.3015,0.5439,3.0628800000000003,100
50,222.92,-22.92,200.0,0.38380000000000003,0.4616,3.18266,100
51,216.44,-16.44,200.0,0.31410000000000005,0.5362,3.0786599999999997,100
52,217.12,-17.12,200.0,0.36000000000000015,0.45120000000000005,3.17073,100
53,207.86,-7.86,200.0,0.27740000000000004,0.5238,3.051,100
54,215.74,-15.74,200.0,0.35090000000000005,0.4556,3.15873,100
55,221.68,-21.68,200.0,0.34809999999999997,0.5206000000000001,3.1135900000000003,100
56,221.05,-21.05,200.0,0.37010000000000004,0.4703,3.16342,100
57,208.62,-8.62,200.0,0.2957,0.4947999999999999,3.09086,100
58,219.83,-19.83,200.0,0.3775999999999998,0.44310000000000005,3.19156,100
59,220.11,-20.11,200.0,0.3428,0.5155000000000001,3.11395,100
60,220.0,-20.0,200.0,0.3567,0.48660000000000003,3.14925,100
61,217.98,-17.98,200.0,0.3456,0.4886,3.1405700000000003,100
62,211.01,-11.01,200.0,0.29289999999999994,0.5243,3.06493,100
63,206.46,-6.46,200.0,0.2539,0.5568,3.0035700000000003,100
64,217.83,-17.83,200.0,0.35300000000000004,0.4723000000000001,3.1563499999999998,100
65,220.3,-20.3,200.0,0.34580000000000005,0.5114,3.12488,100
66,222.14,-22.14,200.0,0.37799999999999995,0.4654,3.17896,100
67,220.45,-20.45,200.0,0.34159999999999996,0.5213,3.11037,100
68,226.77,-26.77,200.0,0.4066,0.4545,3.20077,100
69,216.79,-16.79,200.0,0.30469999999999997,0.5585,3.05533,100
70,230.02,-30.02,200.0,0.41870000000000007,0.4628,3.19583,100
71,221.41,-21.41,200.0,0.34930000000000005,0.5155,3.12341,100
72,221.07,-21.07,200.0,0.4021,0.4065000000000001,3.22489,100
73,224.37,-24.37,200.0,0.3606999999999999,0.5223,3.12195,100
74,227.83,-27.83,200.0,0.4043999999999999,0.4695,3.1886300000000003,100
75,214.19,-14.19,200.0,0.2992,0.5435,3.06608,100
76,221.7,-21.7,200.0,0.3644000000000001,0.4882,3.15331,100
77,213.28,-13.28,200.0,0.3165,0.49979999999999997,3.11064,100
78,223.87,-23.87,200.0,0.37,0.49870000000000003,3.14848,100
79,214.12,-14.12,200.0,0.31000000000000005,0.5212,3.0910900000000003,100
80,227.68,-27.68,200.0,0.38879999999999987,0.49920000000000003,3.15328,100
81,223.69,-23.69,200.0,0.36889999999999995,0.4991,3.14461,100
82,221.95,-21.95,200.0,0.3697,0.48009999999999997,3.15903,100
83,214.5,-14.5,200.0,0.3311999999999999,0.48260000000000003,3.1281399999999997,100
84,215.64,-15.64,200.0,0.317,0.5224,3.09192,100
85,222.34,-22.34,200.0,0.3899000000000001,0.4436,3.20022,100
86,214.09,-14.09,200.0,0.3158,0.5093,3.10458,100
87,220.8,-20.8,200.0,0.35580000000000006,0.4964,3.14359,100
88,214.21,-14.21,200.0,0.3211,0.49990000000000007,3.11605,100
89,219.59,-19.59,200.0,0.3437000000000001,0.5085000000000001,3.12425,100
90,213.15,-13.15,200.0,0.30219999999999997,0.5271,3.07851,100
91,224.66,-24.66,200.0,0.3812,0.4842,3.16669,100
92,217.82,-17.82,200.0,0.36959999999999993,0.439,3.18777,100
93,224.01,-24.01,200.0,0.3882000000000001,0.4637,3.1857399999999996,100
94,222.62,-22.62,200.0,0.36630000000000007,0.49360000000000004,3.1516100000000002,100
95,220.29,-20.29,200.0,0.3720000000000001,0.45890000000000003,3.17658,100
96,221.05,-21.05,200.0,0.36289999999999994,0.4847000000000001,3.15327,100
97,213.87,-13.87,200.0,0.326,0.4867,3.1246300000000002,100
98,214.54,-14.54,200.0,0.33460000000000006,0.47619999999999996,3.13777,100
99,219.0,-19.0,200.0,0.34979999999999994,0.4904,3.14024,100
100,210.47,-10.47,200.0,0.3102,0.4843,3.1084,100
100,210.69,-10.69,200.0,0.31170000000000003,0.48350000000000015,3.11032,100
101,218.86,-18.86,200.0,0.3488,0.491,3.1390599999999997,100
102,214.71,-14.71,200.0,0.3357,0.4757,3.13892,100
103,213.73,-13.73,200.0,0.32510000000000006,0.48710000000000003,3.1237399999999997,100
104,221.29,-21.29,200.0,0.36430000000000007,0.4843,3.1542199999999996,100
105,220.12,-20.12,200.0,0.371,0.4592000000000001,3.1760300000000004,100
106,222.58,-22.58,200.0,0.3661,0.4936,3.1514499999999996,100
107,224.16,-24.16,200.0,0.3893000000000001,0.463,3.18683,100
108,217.71,-17.71,200.0,0.3688,0.43949999999999995,3.18704,100
109,224.72,-24.72,200.0,0.3814000000000001,0.4844,3.1666399999999997,100
110,213.01,-13.01,200.0,0.3011,0.5279,3.07707,100
111,219.65,-19.65,200.0,0.3446999999999999,0.5071,3.12602,100
112,214.13,-14.13,200.0,0.32,0.5013000000000001,3.1141799999999997,100
113,220.93,-20.93,200.0,0.35700000000000004,0.4953000000000001,3.1453699999999998,100
114,214.02,-14.02,200.0,0.3152,0.5097999999999999,3.1038200000000002,100
115,222.4,-22.4,200.0,0.39059999999999995,0.4427999999999999,3.2012199999999997,100
116,215.54,-15.54,200.0,0.3158000000000001,0.5238,3.09,100
117,214.62,-14.62,200.0,0.3326,0.4809999999999999,3.1302800000000004,100
118,221.87,-21.87,200.0,0.36859999999999987,0.4815,3.15733,100
119,223.87,-23.87,200.0,0.37020000000000003,0.49829999999999997,3.1459099999999998,100
120,227.59,-27.59,200.0,0.3881,0.49970000000000014,3.15261,100
121,214.11,-14.11,200.0,0.3099,0.5213,3.09095,100
122,223.82,-23.82,200.0,0.37,0.4982,3.1489000000000003,100
123,213.25,-13.25,200.0,0.31639999999999996,0.49970000000000003,3.11062,100
124,221.69,-21.69,200.0,0.364,0.48889999999999995,3.1525,100
125,214.23,-14.23,200.0,0.29960000000000003,0.5431,3.0667,100
126,227.91,-27.91,200.0,0.40480000000000005,0.46950000000000003,3.18883,100
127,224.45,-24.45,200.0,0.3613,0.5219,3.1224600000000002,100
128,220.95,-20.95,200.0,0.4015000000000001,0.4065000000000001,3.2247199999999996,100
129,221.42,-21.42,200.0,0.3493,0.5156000000000001,3.1233400000000002,100
130,229.94,-29.94,200.0,0.41800000000000004,0.46340000000000003,3.1949099999999997,100
131,216.84,-16.84,200.0,0.30499999999999994,0.5584,3.05562,100
132,226.79,-26.79,200.0,0.4070000000000001,0.45390000000000014,3.2014699999999996,100
133,220.52,-20.52,200.0,0.3417000000000001,0.5218,3.10994,100
134,222.11,-22.11,200.0,0.37799999999999995,0.46510000000000007,3.1792800000000003,100
135,220.23,-20.23,200.0,0.3454,0.5115,3.1246,100
136,217.71,-17.71,200.0,0.35220000000000007,0.4727,3.15535,100
137,206.33,-6.33,200.0,0.2532,0.5569000000000002,3.00249,100
138,211.22,-11.22,200.0,0.29410000000000003,0.524,3.06664,100
139,218.08,-18.08,200.0,0.3463999999999999,0.488,3.1415100000000002,100
140,220.01,-20.01,200.0,0.35609999999999997,0.48789999999999994,3.14764,100
141,220.02,-20.02,200.0,0.34330000000000005,0.5136,3.11575,100
142,219.77,-19.77,200.0,0.3765,0.44469999999999993,3.1897699999999998,100
143,208.61,-8.61,200.0,0.2964,0.4932999999999999,3.09224,100
144,221.17,-21.17,200.0,0.36979999999999996,0.47209999999999996,3.16199,100
145,221.79,-21.79,200.0,0.3496,0.5186999999999999,3.11588,100
146,215.56,-15.56,200.0,0.34900000000000003,0.45760000000000006,3.15612,100
147,207.86,-7.86,200.0,0.27840000000000004,0.5218,3.05307,100
148,217.07,-17.07,200.0,0.35879999999999995,0.4531,3.16859,100
149,216.46,-16.46,200.0,0.31499999999999995,0.5346000000000001,3.08045,100
150,222.97,-22.97,200.0,0.38319999999999993,0.4633,3.181,100
151,214.6,-14.6,200.0,0.302,0.5419999999999999,3.06445,100
152,215.65,-15.65,200.0,0.35550000000000004,0.44549999999999995,3.17184,100
153,215.81,-15.81,200.0,0.31629999999999997,0.5254999999999999,3.0910300000000004,100
154,215.64,-15.64,200.0,0.3459999999999999,0.46440000000000003,3.15358,100
155,211.56,-11.56,200.0,0.3141,0.48739999999999994,3.1076599999999996,100
