t,K,U,E,N0,Nx,S/nk,n
1,232.19,-32.19,200.0,0.41,0.5019,2.93423,100
2,219.0,-19.0,200.0,0.3445,0.5010000000000001,2.9825,100
3,220.62,-20.62,200.0,0.36260000000000003,0.4809999999999999,3.04087,100
4,214.32,-14.32,200.0,0.3064,0.5304,2.9892600000000003,100
5,222.43,-22.43,200.0,0.37589999999999996,0.4725,3.09696,100
6,220.81,-20.81,200.0,0.3427,0.5226999999999999,3.0471500000000002,100
7,219.28,-19.28,200.0,0.3679,0.45699999999999996,3.1293,100
8,219.69,-19.69,200.0,0.3461,0.5047,3.08556,100
9,220.04,-20.04,200.0,0.3796000000000001,0.4412,3.15143,100
10,215.12,-15.12,200.0,0.311,0.5292,3.05374,100
11,215.15,-15.15,200.0,0.3446000000000001,0.4622999999999999,3.13058,100
12,213.83,-13.83,200.0,0.32170000000000004,0.49489999999999995,3.09381,100
13,217.52,-17.52,200.0,0.34269999999999995,0.4898,3.1164699999999996,100
14,214.33,-14.33,200.0,0.315,0.5133,3.0846799999999996,100
15,213.94,-13.94,200.0,0.32820000000000005,0.48300000000000004,3.1150100000000003,100
16,214.66,-14.66,200.0,0.33169999999999994,0.4832000000000001,3.12005,100
17,215.63,-15.63,200.0,0.3463999999999999,0.4635,3.14498,100
18,217.05,-17.05,200.0,0.34209999999999996,0.48629999999999995,3.13111,100
19,219.4,-19.4,200.0,0.36450000000000005,0.465,3.1610500000000004,100
20,219.5,-19.5,200.0,0.3602,0.4746000000000001,3.14491,100
21,219.93,-19.93,200.0,0.3703,0.4587000000000001,3.16167,100
22,215.49,-15.49,200.0,0.332,0.4909000000000001,3.11688,100
23,220.27,-20.27,200.0,0.3864,0.42989999999999995,3.1969600000000002,100
24,213.72,-13.72,200.0,0.326,0.4852000000000001,3.1228200000000004,100
25,223.86,-23.86,200.0,0.39120000000000005,0.45620000000000005,3.18592,100
26,219.53,-19.53,200.0,0.34110000000000007,0.5131,3.11429,100
27,215.33,-15.33,200.0,0.3348000000000001,0.4837,3.1347199999999997,100
28,222.96,-22.96,200.0,0.3896,0.4504000000000001,3.19069,100
29,219.13,-19.13,200.0,0.3492,0.49290000000000006,3.13713,100
