t,K,U,E,N0,Nx,S/nk,n
1,234.08,-34.08,200.0,0.4199,0.5009999999999999,2.95185,100
2,210.09,-10.09,200.0,0.2981,0.5047,2.93221,100
3,224.4,-24.4,200.0,0.40659999999999996,0.43079999999999996,3.10969,100
4,213.86,-13.86,200.0,0.3096,0.5194000000000001,3.0255199999999998,100
5,223.01,-23.01,200.0,0.38609999999999994,0.4579000000000001,3.1305,100
6,214.17,-14.17,200.0,0.31629999999999997,0.5091,3.0636,100
7,224.61,-24.61,200.0,0.37120000000000003,0.5036999999999999,3.11627,100
8,218.73,-18.73,200.0,0.36060000000000003,0.4661,3.14045,100
9,217.6,-17.6,200.0,0.3378999999999999,0.5001999999999999,3.10686,100
10,211.2,-11.2,200.0,0.33470000000000005,0.4426,3.13329,100
11,214.49,-14.49,200.0,0.3112,0.5225,3.0553600000000003,100
12,220.06,-20.06,200.0,0.34900000000000014,0.5025999999999999,3.1021300000000003,100
13,218.26,-18.26,200.0,0.3507999999999999,0.4810000000000001,3.12588,100
14,224.2,-24.2,200.0,0.3876,0.4668,3.15823,100
15,220.62,-20.62,200.0,0.36229999999999996,0.4816,3.1381300000000003,100
16,228.96,-28.96,200.0,0.4221000000000001,0.4454000000000001,3.19381,100
17,216.2,-16.2,200.0,0.34990000000000004,0.46219999999999994,3.1506999999999996,100
18,213.66,-13.66,200.0,0.34630000000000005,0.444,3.15742,100
19,203.61,-3.61,200.0,0.26730000000000004,0.5015000000000001,3.04082,100
20,215.34,-15.34,200.0,0.3556,0.44220000000000004,3.15522,100
21,224.07,-24.07,200.0,0.3722,0.49629999999999996,3.1274,100
22,207.08,-7.08,200.0,0.28,0.5108,3.0575900000000003,100
23,214.27,-14.27,200.0,0.3121,0.5185000000000001,3.08608,100
24,222.08,-22.08,200.0,0.3643,0.4922000000000001,3.1433299999999997,100
25,218.26,-18.26,200.0,0.34850000000000003,0.48560000000000003,3.1415100000000002,100
26,220.71,-20.71,200.0,0.37620000000000003,0.4547,3.18146,100
27,213.77,-13.77,200.0,0.31440000000000007,0.5089,3.10007,100
28,209.33,-9.33,200.0,0.31339999999999996,0.46649999999999997,3.12208,100
29,211.93,-11.93,200.0,0.3077,0.5038999999999999,3.1012600000000003,100
30,218.68,-18.68,200.0,0.3657000000000001,0.45539999999999997,3.17661,100
31,211.45,-11.45,200.0,0.3187,0.4771000000000001,3.11998,100
32,215.23,-15.23,200.0,0.3381,0.47609999999999997,3.1361399999999997,100
33,217.85,-17.85,200.0,0.37060000000000004,0.4373,3.18056,100
34,214.79,-14.79,200.0,0.3211,0.5057,3.10109,100
35,220.92,-20.92,200.0,0.3798,0.4496,3.1826999999999996,100
36,217.83,-17.83,200.0,0.35529999999999995,0.4677000000000001,3.15559,100
37,217.17,-17.17,200.0,0.34709999999999996,0.4775,3.1416399999999998,100
38,217.92,-17.92,200.0,0.34529999999999994,0.4886,3.13279,100
39,221.34,-21.34,200.0,0.3698,0.4738,3.15908,100
40,214.33,-14.33,200.0,0.3237,0.4958999999999999,3.11313,100
41,222.86,-22.86,200.0,0.38060000000000005,0.4673999999999999,3.17427,100
42,214.31,-14.31,200.0,0.3398999999999999,0.4633,3.14737,100
43,213.67,-13.67,200.0,0.30829999999999996,0.5201,3.0881399999999997,100
44,223.96,-23.96,200.0,0.3945000000000001,0.45059999999999995,3.19659,100
45,224.44,-24.44,200.0,0.3656000000000001,0.5132000000000001,3.12415,100
46,216.64,-16.64,200.0,0.364,0.4384,3.1815700000000002,100
47,221.4,-21.4,200.0,0.34600000000000003,0.522,3.11141,100
48,222.18,-22.18,200.0,0.38699999999999996,0.44780000000000003,3.19627,100
49,222.01,-22.01,200.0,0.3488,0.5225,3.1142800000000004,100
50,218.7,-18.7,200.0,0.36230000000000007,0.4624000000000001,3.1708000000000003,100
51,222.14,-22.14,200.0,0.36090000000000005,0.4996,3.14371,100
52,226.38,-26.38,200.0,0.40690000000000004,0.45,3.20609,100
53,213.33,-13.33,200.0,0.3267999999999999,0.47970000000000007,3.13277,100
54,224.93,-24.93,200.0,0.38680000000000014,0.4757,3.17292,100
55,217.55,-17.55,200.0,0.34740000000000004,0.4807,3.14567,100
56,219.41,-19.41,200.0,0.3436,0.5069,3.12796,100
57,223.5,-23.5,200.0,0.3830000000000001,0.469,3.18032,100
58,222.33,-22.33,200.0,0.3552,0.5129,3.12521,100
59,217.33,-17.33,200.0,0.35719999999999996,0.45890000000000003,3.1632399999999996,100
60,223.09,-23.09,200.0,0.35429999999999984,0.5223,3.11465,100
61,216.09,-16.09,200.0,0.3537000000000001,0.45349999999999996,3.16545,100
62,218.56,-18.56,200.0,0.3505,0.48460000000000003,3.14602,100
63,214.89,-14.89,200.0,0.33010000000000006,0.4887,3.12402,100
64,222.09,-22.09,200.0,0.3642999999999999,0.49229999999999996,3.1455900000000003,100
65,226.52,-26.52,200.0,0.398,0.46919999999999995,3.18357,100
66,218.54,-18.54,200.0,0.3617999999999999,0.4618,3.16481,100
67,219.93,-19.93,200.0,0.33779999999999993,0.5237,3.09937,100
68,216.8,-16.8,200.0,0.3431,0.4818,3.13677,100
69,221.07,-21.07,200.0,0.3541,0.5025000000000001,3.13094,100
70,221.1,-21.1,200.0,0.35800000000000004,0.495,3.1414899999999997,100
71,216.95,-16.95,200.0,0.3358,0.49790000000000006,3.12856,100
72,219.37,-19.37,200.0,0.3570999999999999,0.47950000000000004,3.15489,100
73,219.28,-19.28,200.0,0.3419000000000002,0.5090000000000001,3.12313,100
74,216.51,-16.51,200.0,0.3239999999999999,0.5171,3.10496,100
75,223.82,-23.82,200.0,0.39429999999999993,0.44960000000000006,3.1970300000000003,100
76,212.04,-12.04,200.0,0.2997,0.5210000000000001,3.07125,100
77,217.62,-17.62,200.0,0.3258,0.5246000000000001,3.0922899999999998,100
78,222.63,-22.63,200.0,0.36210000000000003,0.5021,3.13808,100
79,220.06,-20.06,200.0,0.3299999999999999,0.5406,3.08698,100
80,216.98,-16.98,200.0,0.32699999999999996,0.5158,3.10479,100
81,220.03,-20.03,200.0,0.3321,0.5361,3.08759,100
82,225.28,-25.28,200.0,0.3873,0.4782,3.16933,100
83,218.78,-18.78,200.0,0.3256,0.5366000000000001,3.08611,100
84,224.07,-24.07,200.0,0.4025,0.4357,3.20515,100
85,210.31,-10.31,200.0,0.28320000000000006,0.5367,3.0446,100
86,213.66,-13.66,200.0,0.32689999999999997,0.4828,3.12887,100
87,219.4,-19.4,200.0,0.331,0.532,3.0964099999999997,100
88,217.8,-17.8,200.0,0.3354,0.5072,3.11852,100
89,216.47,-16.47,200.0,0.31,0.5447,3.0722199999999997,100
90,228.34,-28.34,200.0,0.4053,0.47279999999999994,3.18309,100
91,216.61,-16.61,200.0,0.31919999999999993,0.5277000000000001,3.0930999999999997,100
92,218.81,-18.81,200.0,0.36310000000000003,0.4619,3.16935,100
93,227.33,-27.33,200.0,0.3615,0.5502999999999999,3.08428,100
94,219.18,-19.18,200.0,0.365,0.4618,3.1705,100
95,215.53,-15.53,200.0,0.2945,0.5663,3.03663,100
96,218.64,-18.64,200.0,0.3556,0.47519999999999996,3.1590599999999998,100
97,227.4,-27.4,200.0,0.37229999999999996,0.5294,3.11568,100
98,221.21,-21.21,200.0,0.38050000000000006,0.45110000000000006,3.1905300000000003,100
99,211.98,-11.98,200.0,0.2854,0.549,3.04349,100
100,220.42,-20.42,200.0,0.39020000000000005,0.4238,3.20835,100
100,220.41,-20.41,200.0,0.39049999999999996,0.42310000000000003,3.2090199999999998,100
101,211.96,-11.96,200.0,0.28490000000000004,0.5498000000000001,3.04258,100
102,221.35,-21.35,200.0,0.38150000000000006,0.45049999999999996,3.19163,100
103,227.37,-27.37,200.0,0.37199999999999994,0.5297,3.11529,100
104,218.53,-18.53,200.0,0.3549999999999999,0.4753,3.1585799999999997,100
105,215.58,-15.58,200.0,0.29460000000000003,0.5666,3.03647,100
106,219.28,-19.28,200.0,0.36579999999999996,0.4612,3.17143,100
107,227.34,-27.34,200.0,0.3611999999999999,0.5509999999999999,3.08338,100
108,218.67,-18.67,200.0,0.3628000000000002,0.4610999999999999,3.16998,100
109,216.64,-16.64,200.0,0.3193000000000001,0.5278,3.09312,100
110,228.43,-28.43,200.0,0.4054999999999999,0.4733,3.1827199999999998,100
