t,K,U,E,N0,Nx,S/nk,n
1,236.21,-36.21,200.0,0.4479000000000001,0.46629999999999994,3.03116,100
2,224.67,-24.67,200.0,0.3877999999999999,0.4711000000000001,3.07198,100
3,217.86,-17.86,200.0,0.35570000000000007,0.4672,3.07917,100
4,219.73,-19.73,200.0,0.3536000000000001,0.4901,3.08345,100
5,227.38,-27.38,200.0,0.3953000000000001,0.4831999999999999,3.1213699999999998,100
6,209.65,-9.65,200.0,0.2907,0.5150999999999999,3.04533,100
7,222.56,-22.56,200.0,0.37499999999999994,0.47559999999999997,3.14726,100
8,219.49,-19.49,200.0,0.32199999999999995,0.5509000000000001,3.05356,100
9,218.6,-18.6,200.0,0.3761999999999999,0.43359999999999993,3.1825300000000003,100
10,217.98,-17.98,200.0,0.32800000000000007,0.5238,3.0884899999999997,100
11,221.92,-21.92,200.0,0.39159999999999995,0.4360000000000001,3.1922800000000002,100
12,225.61,-25.61,200.0,0.3745000000000001,0.5071000000000001,3.1272800000000003,100
13,225.43,-25.43,200.0,0.4054,0.4435,3.1946999999999997,100
14,215.45,-15.45,200.0,0.3053,0.5438999999999999,3.06281,100
15,221.69,-21.69,200.0,0.38720000000000004,0.44249999999999995,3.1975,100
16,215.77,-15.77,200.0,0.3106,0.5365000000000001,3.0785,100
17,223.32,-23.32,200.0,0.3777999999999999,0.47759999999999997,3.16615,100
18,225.64,-25.64,200.0,0.38449999999999995,0.4874,3.14871,100
19,223.28,-23.28,200.0,0.3682,0.49639999999999995,3.1331599999999997,100
20,214.82,-14.82,200.0,0.3068,0.5346000000000001,3.06824,100
21,215.62,-15.62,200.0,0.318,0.5201999999999999,3.0869299999999997,100
22,213.14,-13.14,200.0,0.3079,0.5156000000000001,3.07341,100
23,217.02,-17.02,200.0,0.3291999999999999,0.5117999999999999,3.08099,100
24,214.49,-14.49,200.0,0.3032,0.5385,3.03967,100
25,220.6,-20.6,200.0,0.3881,0.4298,3.19382,100
26,213.41,-13.41,200.0,0.3118,0.5105,3.09166,100
27,223.15,-23.15,200.0,0.37839999999999996,0.4747,3.16533,100
28,216.99,-16.99,200.0,0.3236,0.5226999999999999,3.09498,100
