t,K,U,E,N0,Nx,S/nk,n
1,240.25,-40.25,200.0,0.46650000000000014,0.4695,3.0169,100
2,221.69,-21.69,200.0,0.35620000000000007,0.5045,3.03712,100
3,224.76,-24.76,200.0,0.40290000000000004,0.44179999999999997,3.14771,100
4,217.04,-17.04,200.0,0.3348,0.5008,3.08155,100
5,216.29,-16.29,200.0,0.3547,0.45350000000000007,3.12536,100
6,216.24,-16.24,200.0,0.3049,0.5525999999999999,3.02609,100
7,220.62,-20.62,200.0,0.3735,0.4592000000000001,3.15442,100
8,226.18,-26.18,200.0,0.37070000000000003,0.5204000000000001,3.0979200000000002,100
9,219.69,-19.69,200.0,0.3802999999999999,0.4363000000000001,3.17259,100
10,220.81,-20.81,200.0,0.3461,0.5159000000000001,3.09769,100
11,221.04,-21.04,200.0,0.38900000000000007,0.4324000000000001,3.18848,100
12,210.27,-10.27,200.0,0.3042,0.4943000000000001,3.08992,100
13,215.24,-15.24,200.0,0.33829999999999993,0.4758,3.1367399999999996,100
14,212.6,-12.6,200.0,0.3195,0.4870000000000001,3.1112800000000003,100
15,228.85,-28.85,200.0,0.40709999999999985,0.4743,3.16762,100
16,211.28,-11.28,200.0,0.3013,0.5102000000000001,3.08745,100
17,218.99,-18.99,200.0,0.3538,0.4823000000000001,3.15062,100
18,215.44,-15.44,200.0,0.3243999999999999,0.5055999999999999,3.1135300000000004,100
19,217.42,-17.42,200.0,0.3362,0.5018,3.12593,100
20,224.29,-24.29,200.0,0.38770000000000004,0.4674999999999999,3.18203,100
21,225.16,-25.16,200.0,0.3940000000000001,0.4635999999999999,3.18644,100
22,214.37,-14.37,200.0,0.3324,0.4789,3.1325700000000003,100
23,225.25,-25.25,200.0,0.3826,0.48729999999999996,3.15427,100
24,218.76,-18.76,200.0,0.3572999999999999,0.4730000000000001,3.15677,100
25,218.19,-18.19,200.0,0.341,0.4999,3.12392,100
26,220.72,-20.72,200.0,0.3484,0.5104,3.12363,100
27,224.92,-24.92,200.0,0.3895,0.4702000000000001,3.17733,100
28,218.8,-18.8,200.0,0.32900000000000007,0.53,3.095,100
29,216.28,-16.28,200.0,0.34450000000000003,0.47379999999999994,3.14979,100
30,216.99,-16.99,200.0,0.34340000000000004,0.48310000000000003,3.14298,100
31,213.6,-13.6,200.0,0.3292,0.4776,3.12936,100
32,219.7,-19.7,200.0,0.3379000000000001,0.5212,3.10498,100
33,225.57,-25.57,200.0,0.4004,0.4549,3.19252,100
34,216.15,-16.15,200.0,0.3165,0.5285,3.0813099999999998,100
35,229.73,-29.73,200.0,0.44939999999999997,0.39849999999999997,3.2537,100
36,225.75,-25.75,200.0,0.38580000000000003,0.48589999999999994,3.16764,100
37,226.05,-26.05,200.0,0.39640000000000003,0.4677,3.18486,100
38,219.08,-19.08,200.0,0.3496,0.4916,3.1400900000000003,100
39,221.72,-21.72,200.0,0.38209999999999994,0.45299999999999996,3.18681,100
40,216.94,-16.94,200.0,0.3173,0.5348000000000002,3.08582,100
41,222.37,-22.37,200.0,0.3657,0.49229999999999996,3.15111,100
42,219.87,-19.87,200.0,0.3514,0.49589999999999995,3.14054,100
43,222.0,-22.0,200.0,0.3676,0.48479999999999995,3.16023,100
44,222.25,-22.25,200.0,0.3796,0.4633,3.18179,100
45,222.69,-22.69,200.0,0.3586,0.5097,3.1283499999999997,100
46,217.17,-17.17,200.0,0.3283,0.5151,3.10644,100
47,224.3,-24.3,200.0,0.3705,0.502,3.1457800000000002,100
48,224.14,-24.14,200.0,0.3836,0.4742,3.17554,100
49,221.88,-21.88,200.0,0.3483,0.5222000000000001,3.1151799999999996,100
50,218.69,-18.69,200.0,0.36030000000000006,0.46630000000000005,3.1607399999999997,100
51,219.84,-19.84,200.0,0.3397,0.519,3.10848,100
52,221.2,-21.2,200.0,0.37120000000000003,0.46959999999999996,3.17023,100
53,217.82,-17.82,200.0,0.33409999999999995,0.51,3.11523,100
54,213.54,-13.54,200.0,0.32489999999999997,0.4856,3.1270700000000002,100
55,217.04,-17.04,200.0,0.3235,0.5234000000000001,3.09934,100
56,214.83,-14.83,200.0,0.3323,0.4837,3.12848,100
57,223.18,-23.18,200.0,0.34940000000000004,0.5330000000000001,3.10577,100
58,218.43,-18.43,200.0,0.3514000000000001,0.48149999999999993,3.1527399999999997,100
59,217.13,-17.13,200.0,0.33959999999999996,0.4921000000000001,3.1342600000000003,100
60,214.22,-14.22,200.0,0.33319999999999994,0.4757999999999999,3.13927,100
61,218.41,-18.41,200.0,0.3334,0.5173,3.11058,100
62,218.75,-18.75,200.0,0.35140000000000016,0.4846999999999999,3.15086,100
63,218.28,-18.28,200.0,0.34240000000000004,0.49800000000000005,3.13314,100
64,218.45,-18.45,200.0,0.33469999999999994,0.5151,3.11171,100
65,220.98,-20.98,200.0,0.33130000000000004,0.5472,3.07672,100
66,213.92,-13.92,200.0,0.33640000000000003,0.4664000000000001,3.14668,100
67,218.85,-18.85,200.0,0.35530000000000017,0.4779,3.15087,100
68,220.65,-20.65,200.0,0.3449999999999999,0.5165,3.11778,100
69,224.0,-24.0,200.0,0.37829999999999997,0.48340000000000005,3.15915,100
70,221.26,-21.26,200.0,0.35070000000000007,0.5112,3.12528,100
71,215.26,-15.26,200.0,0.3233,0.5059999999999999,3.10983,100
72,215.9,-15.9,200.0,0.3277999999999999,0.5034,3.1191199999999997,100
73,221.66,-21.66,200.0,0.3506,0.5154000000000001,3.12113,100
74,223.38,-23.38,200.0,0.36950000000000005,0.4948,3.1513299999999997,100
75,221.74,-21.74,200.0,0.36279999999999996,0.4917999999999999,3.15033,100
76,221.12,-21.12,200.0,0.33880000000000005,0.5336,3.0946700000000003,100
77,214.07,-14.07,200.0,0.31379999999999997,0.5131,3.10012,100
78,225.34,-25.34,200.0,0.3734,0.5065999999999999,3.14094,100
79,219.92,-19.92,200.0,0.3431,0.513,3.12053,100
80,225.24,-25.24,200.0,0.36689999999999984,0.5186000000000002,3.12574,100
81,218.1,-18.1,200.0,0.3497,0.4815999999999999,3.14783,100
82,228.0,-28.0,200.0,0.39280000000000015,0.4943999999999999,3.15844,100
83,222.94,-22.94,200.0,0.37810000000000005,0.4732,3.17373,100
84,230.0,-30.0,200.0,0.42460000000000003,0.45080000000000015,3.20483,100
85,215.08,-15.08,200.0,0.3384,0.474,3.14668,100
86,214.8,-14.8,200.0,0.33129999999999993,0.48540000000000005,3.13292,100
87,218.9,-18.9,200.0,0.34009999999999996,0.5087999999999999,3.12279,100
88,221.91,-21.91,200.0,0.3768999999999999,0.4653,3.17911,100
89,216.28,-16.28,200.0,0.3319,0.499,3.12395,100
90,224.26,-24.26,200.0,0.41009999999999996,0.4224,3.22521,100
91,215.63,-15.63,200.0,0.3182,0.5199000000000001,3.09934,100
92,223.3,-23.3,200.0,0.3934000000000001,0.44620000000000004,3.20024,100
93,220.78,-20.78,200.0,0.3601,0.4875999999999999,3.1541300000000003,100
94,221.67,-21.67,200.0,0.40989999999999993,0.39690000000000003,3.2363899999999997,100
